TaxonID,Family,Genus,Species,MammalName,Mass,FillMass
5392,SCIURIDAE,Funambulus,layardi,Funambulus layardi,136.646,1
5393,SCIURIDAE,Funambulus,palmarum,Funambulus palmarum,136.646,1
5394,SCIURIDAE,Funambulus,pennantii,Funambulus pennantii,200,0
5395,SCIURIDAE,Funambulus,sublineatus,Funambulus sublineatus,70.938,0
5396,SCIURIDAE,Funambulus,tristriatus,Funambulus tristriatus,139,0
5398,SCIURIDAE,Funisciurus,anerythrus,Funisciurus anerythrus,218.002,0
5399,SCIURIDAE,Funisciurus,bayonii,Funisciurus bayonii,135,0
5400,SCIURIDAE,Funisciurus,carruthersi,Funisciurus carruthersi,286.003,0
5401,SCIURIDAE,Funisciurus,congicus,Funisciurus congicus,112.001,0
5402,SCIURIDAE,Funisciurus,duchaillui,Funisciurus duchaillui,192.6675556,1
5403,SCIURIDAE,Funisciurus,isabella,Funisciurus isabella,109.001,0
5404,SCIURIDAE,Funisciurus,lemniscatus,Funisciurus lemniscatus,141,0
5405,SCIURIDAE,Funisciurus,leucogenys,Funisciurus leucogenys,250,0
5406,SCIURIDAE,Funisciurus,pyrropus,Funisciurus pyrropus,297.002,0
5407,SCIURIDAE,Funisciurus,substriatus,Funisciurus substriatus,185.999,0
5409,SCIURIDAE,Glaucomys,sabrinus,Glaucomys sabrinus,166.001,0
5410,SCIURIDAE,Glaucomys,volans,Glaucomys volans,63.866,0
5412,SCIURIDAE,Glyphotes,simus,Glyphotes simus,50,0
5414,SCIURIDAE,Heliosciurus,gambianus,Heliosciurus gambianus,294.999,0
5415,SCIURIDAE,Heliosciurus,mutabilis,Heliosciurus mutabilis,390,0
5416,SCIURIDAE,Heliosciurus,punctatus,Heliosciurus punctatus,174,0
5417,SCIURIDAE,Heliosciurus,rufobrachium,Heliosciurus rufobrachium,371.501,0
5418,SCIURIDAE,Heliosciurus,ruwenzorii,Heliosciurus ruwenzorii,290.998,0
5419,SCIURIDAE,Heliosciurus,undulatus,Heliosciurus undulatus,347.333,0
5421,SCIURIDAE,Hylopetes,alboniger,Hylopetes alboniger,255.375,0
5422,SCIURIDAE,Hylopetes,bartelsi,Hylopetes bartelsi,206.6375,1
5423,SCIURIDAE,Hylopetes,lepidus,Hylopetes lepidus,50,0
5424,SCIURIDAE,Hylopetes,nigripes,Hylopetes nigripes,534,0
5425,SCIURIDAE,Hylopetes,phayrei,Hylopetes phayrei,227,0
5426,SCIURIDAE,Hylopetes,platyurus,Hylopetes platyurus,206.6375,1
5427,SCIURIDAE,Hylopetes,sipora,Hylopetes sipora,89.2,0
5428,SCIURIDAE,Hylopetes,spadiceus,Hylopetes spadiceus,84.25,0
5429,SCIURIDAE,Hylopetes,winstoni,Hylopetes winstoni,206.6375,1
5431,SCIURIDAE,Hyosciurus,heinrichi,Hyosciurus heinrichi,296,0
5432,SCIURIDAE,Hyosciurus,ileile,Hyosciurus ileile,315,0
5434,SCIURIDAE,Iomys,horsfieldii,Iomys horsfieldii,147.5,0
5435,SCIURIDAE,Iomys,sipora,Iomys sipora,147.5,1
5437,SCIURIDAE,Lariscus,hosei,Lariscus hosei,180,0
5438,SCIURIDAE,Lariscus,insignis,Lariscus insignis,200,0
5439,SCIURIDAE,Lariscus,niobe,Lariscus niobe,190,1
5440,SCIURIDAE,Lariscus,obscurus,Lariscus obscurus,190,1
5442,SCIURIDAE,Marmota,baibacina,Marmota baibacina,7500,0
5443,SCIURIDAE,Marmota,bobak,Marmota bobak,5500,0
5444,SCIURIDAE,Marmota,broweri,Marmota broweri,3405,0
5445,SCIURIDAE,Marmota,caligata,Marmota caligata,7230.028,0
5446,SCIURIDAE,Marmota,camtschatica,Marmota camtschatica,3500,0
5447,SCIURIDAE,Marmota,caudata,Marmota caudata,4350,0
5448,SCIURIDAE,Marmota,flaviventris,Marmota flaviventris,3349.963,0
5449,SCIURIDAE,Marmota,himalayana,Marmota himalayana,5000,0
5450,SCIURIDAE,Marmota,marmota,Marmota marmota,2010,0
5451,SCIURIDAE,Marmota,menzbieri,Marmota menzbieri,3250,0
5452,SCIURIDAE,Marmota,monax,Marmota monax,3801.719,0
5453,SCIURIDAE,Marmota,olympus,Marmota olympus,6299.992,0
5454,SCIURIDAE,Marmota,sibirica,Marmota sibirica,8000,0
5455,SCIURIDAE,Marmota,vancouverensis,Marmota vancouverensis,6299.992,0
5457,SCIURIDAE,Menetes,berdmorei,Menetes berdmorei,190,0
5459,SCIURIDAE,Microsciurus,alfari,Microsciurus alfari,87.5,0
5460,SCIURIDAE,Microsciurus,flaviventer,Microsciurus flaviventer,92,0
5461,SCIURIDAE,Microsciurus,mimulus,Microsciurus mimulus,120,0
5462,SCIURIDAE,Microsciurus,santanderensis,Microsciurus santanderensis,99.8,0
5464,SCIURIDAE,Myosciurus,pumilio,Myosciurus pumilio,164.999,0
5466,SCIURIDAE,Nannosciurus,melanotis,Nannosciurus melanotis,50,0
5468,SCIURIDAE,Paraxerus,alexandri,Paraxerus alexandri,52,0
5469,SCIURIDAE,Paraxerus,boehmi,Paraxerus boehmi,70,0
5470,SCIURIDAE,Paraxerus,cepapi,Paraxerus cepapi,180,0
5471,SCIURIDAE,Paraxerus,cooperi,Paraxerus cooperi,250,0
5472,SCIURIDAE,Paraxerus,flavovittis,Paraxerus flavovittis,160,0
5473,SCIURIDAE,Paraxerus,lucifer,Paraxerus lucifer,700,0
5474,SCIURIDAE,Paraxerus,ochraceus,Paraxerus ochraceus,104.3,0
5475,SCIURIDAE,Paraxerus,palliatus,Paraxerus palliatus,309.313,0
5476,SCIURIDAE,Paraxerus,poensis,Paraxerus poensis,124.5,0
5477,SCIURIDAE,Paraxerus,vexillarius,Paraxerus vexillarius,675,0
5478,SCIURIDAE,Paraxerus,vincenti,Paraxerus vincenti,262.5113,1
5480,SCIURIDAE,Petaurillus,emiliae,Petaurillus emiliae,13.5,0
5481,SCIURIDAE,Petaurillus,hosei,Petaurillus hosei,21.1,0
5482,SCIURIDAE,Petaurillus,kinlochii,Petaurillus kinlochii,40,0
5484,SCIURIDAE,Petaurista,alborufus,Petaurista alborufus,4290,0
5485,SCIURIDAE,Petaurista,elegans,Petaurista elegans,997,0
5486,SCIURIDAE,Petaurista,leucogenys,Petaurista leucogenys,2101.232571,1
5487,SCIURIDAE,Petaurista,magnificus,Petaurista magnificus,1475.5,0
5488,SCIURIDAE,Petaurista,nobilis,Petaurista nobilis,2710,0
5489,SCIURIDAE,Petaurista,petaurista,Petaurista petaurista,1660.125,0
5490,SCIURIDAE,Petaurista,philippensis,Petaurista philippensis,1676.003,0
5491,SCIURIDAE,Petaurista,xanthotis,Petaurista xanthotis,1900,0
5493,SCIURIDAE,Petinomys,crinitus,Petinomys crinitus,113,0
5494,SCIURIDAE,Petinomys,fuscocapillus,Petinomys fuscocapillus,794.5,0
5495,SCIURIDAE,Petinomys,genibarbis,Petinomys genibarbis,110,0
5496,SCIURIDAE,Petinomys,hageni,Petinomys hageni,388,0
5497,SCIURIDAE,Petinomys,lugens,Petinomys lugens,433,0
5498,SCIURIDAE,Petinomys,mindanensis,Petinomys mindanensis,245.915875,1
5499,SCIURIDAE,Petinomys,sagitta,Petinomys sagitta,50,0
5500,SCIURIDAE,Petinomys,setosus,Petinomys setosus,38.438,0
5501,SCIURIDAE,Petinomys,vordermanni,Petinomys vordermanni,40.389,0
5503,SCIURIDAE,Prosciurillus,abstrusus,Prosciurillus abstrusus,79.2,0
5504,SCIURIDAE,Prosciurillus,leucomus,Prosciurillus leucomus,128,0
5505,SCIURIDAE,Prosciurillus,murinus,Prosciurillus murinus,72.9,0
5506,SCIURIDAE,Prosciurillus,rosenbergii,Prosciurillus rosenbergii,93.36666667,1
5507,SCIURIDAE,Prosciurillus,weberi,Prosciurillus weberi,93.36666667,1
5509,SCIURIDAE,Protoxerus,aubinnii,Protoxerus aubinnii,350,0
5510,SCIURIDAE,Protoxerus,stangeri,Protoxerus stangeri,621.498,0
5512,SCIURIDAE,Pteromys,momonga,Pteromys momonga,143.75,1
5513,SCIURIDAE,Pteromys,volans,Pteromys volans,143.75,0
5515,SCIURIDAE,Pteromyscus,pulverulentus,Pteromyscus pulverulentus,334.25,0
5517,SCIURIDAE,Ratufa,affinis,Ratufa affinis,1156.25,0
5518,SCIURIDAE,Ratufa,bicolor,Ratufa bicolor,2050,0
5519,SCIURIDAE,Ratufa,indica,Ratufa indica,1060,0
5520,SCIURIDAE,Ratufa,macroura,Ratufa macroura,1327.0805,0
5522,SCIURIDAE,Rheithrosciurus,macrotis,Rheithrosciurus macrotis,1225,0
5524,SCIURIDAE,Rhinosciurus,laticaudatus,Rhinosciurus laticaudatus,228.25,0
5526,SCIURIDAE,Rubrisciurus,rubriventer,Rubrisciurus rubriventer,-9999,0
5528,SCIURIDAE,Sciurillus,pusillus,Sciurillus pusillus,39,0
5530,SCIURIDAE,Sciurotamias,davidianus,Sciurotamias davidianus,433.51,0
5531,SCIURIDAE,Sciurotamias,forresti,Sciurotamias forresti,433.51,0
5533,SCIURIDAE,Sciurus,aberti,Sciurus aberti,623.993,0
5534,SCIURIDAE,Sciurus,aestuans,Sciurus aestuans,184.999,0
5535,SCIURIDAE,Sciurus,alleni,Sciurus alleni,434.5,0
5536,SCIURIDAE,Sciurus,anomalus,Sciurus anomalus,256,0
5537,SCIURIDAE,Sciurus,arizonensis,Sciurus arizonensis,646.994,0
5538,SCIURIDAE,Sciurus,aureogaster,Sciurus aureogaster,595.004,0
5539,SCIURIDAE,Sciurus,carolinensis,Sciurus carolinensis,506.501,0
5540,SCIURIDAE,Sciurus,colliaei,Sciurus colliaei,498.001,0
5541,SCIURIDAE,Sciurus,deppei,Sciurus deppei,189.998,0
5542,SCIURIDAE,Sciurus,flammifer,Sciurus flammifer,4292.991,0
5543,SCIURIDAE,Sciurus,gilvigularis,Sciurus gilvigularis,803.008,0
5544,SCIURIDAE,Sciurus,granatensis,Sciurus granatensis,250,0
5545,SCIURIDAE,Sciurus,griseus,Sciurus griseus,731.004,0
5546,SCIURIDAE,Sciurus,ignitus,Sciurus ignitus,189.998,0
5547,SCIURIDAE,Sciurus,igniventris,Sciurus igniventris,700.003,0
5548,SCIURIDAE,Sciurus,lis,Sciurus lis,264.3,0
5549,SCIURIDAE,Sciurus,nayaritensis,Sciurus nayaritensis,696.996,0
5550,SCIURIDAE,Sciurus,niger,Sciurus niger,761.904,0
5551,SCIURIDAE,Sciurus,oculatus,Sciurus oculatus,649.995,0
5552,SCIURIDAE,Sciurus,pucheranii,Sciurus pucheranii,803.008,0
5553,SCIURIDAE,Sciurus,pyrrhinus,Sciurus pyrrhinus,482.003,0
5554,SCIURIDAE,Sciurus,richmondi,Sciurus richmondi,205,0
5555,SCIURIDAE,Sciurus,sanborni,Sciurus sanborni,136,0
5556,SCIURIDAE,Sciurus,spadiceus,Sciurus spadiceus,403.33,0
5557,SCIURIDAE,Sciurus,stramineus,Sciurus stramineus,433.301,0
5558,SCIURIDAE,Sciurus,variegatoides,Sciurus variegatoides,484.998,0
5559,SCIURIDAE,Sciurus,vulgaris,Sciurus vulgaris,333,0
5560,SCIURIDAE,Sciurus,yucatanensis,Sciurus yucatanensis,224.999,0
5562,SCIURIDAE,Spermophilopsis,leptodactylus,Spermophilopsis leptodactylus,600,0
5564,SCIURIDAE,Spermophilus,adocetus,Spermophilus adocetus,125,0
5565,SCIURIDAE,Spermophilus,alashanicus,Spermophilus alashanicus,337.845303,1
5566,SCIURIDAE,Spermophilus,annulatus,Spermophilus annulatus,500,0
5567,SCIURIDAE,Spermophilus,armatus,Spermophilus armatus,312.997,0
5568,SCIURIDAE,Spermophilus,atricapillus,Spermophilus atricapillus,550.998,0
5569,SCIURIDAE,Spermophilus,beecheyi,Spermophilus beecheyi,578.496,0
5570,SCIURIDAE,Spermophilus,beldingi,Spermophilus beldingi,280.498,0
5571,SCIURIDAE,Spermophilus,brevicauda,Spermophilus brevicauda,337.845303,1
5572,SCIURIDAE,Spermophilus,brunneus,Spermophilus brunneus,299.999,0
5573,SCIURIDAE,Spermophilus,canus,Spermophilus canus,337.845303,1
5574,SCIURIDAE,Spermophilus,citellus,Spermophilus citellus,290,0
5575,SCIURIDAE,Spermophilus,columbianus,Spermophilus columbianus,493.003,0
5576,SCIURIDAE,Spermophilus,dauricus,Spermophilus dauricus,161.3,0
5577,SCIURIDAE,Spermophilus,elegans,Spermophilus elegans,453.6,0
5578,SCIURIDAE,Spermophilus,erythrogenys,Spermophilus erythrogenys,337.845303,1
5579,SCIURIDAE,Spermophilus,franklinii,Spermophilus franklinii,363.003,0
5580,SCIURIDAE,Spermophilus,fulvus,Spermophilus fulvus,596,0
5581,SCIURIDAE,Spermophilus,lateralis,Spermophilus lateralis,190.999,0
5582,SCIURIDAE,Spermophilus,madrensis,Spermophilus madrensis,274.998,0
5583,SCIURIDAE,Spermophilus,major,Spermophilus major,337.845303,1
5584,SCIURIDAE,Spermophilus,mexicanus,Spermophilus mexicanus,189.636,0
5585,SCIURIDAE,Spermophilus,mohavensis,Spermophilus mohavensis,190,0
5586,SCIURIDAE,Spermophilus,mollis,Spermophilus mollis,165.4,0
5587,SCIURIDAE,Spermophilus,musicus,Spermophilus musicus,337.845303,1
5588,SCIURIDAE,Spermophilus,pallidicauda,Spermophilus pallidicauda,337.845303,1
5589,SCIURIDAE,Spermophilus,parryii,Spermophilus parryii,759.994,0
5590,SCIURIDAE,Spermophilus,perotensis,Spermophilus perotensis,140.001,0
5591,SCIURIDAE,Spermophilus,pygmaeus,Spermophilus pygmaeus,136,0
5592,SCIURIDAE,Spermophilus,ralli,Spermophilus ralli,337.845303,1
5593,SCIURIDAE,Spermophilus,relictus,Spermophilus relictus,600,0
5594,SCIURIDAE,Spermophilus,richardsonii,Spermophilus richardsonii,406,0
5595,SCIURIDAE,Spermophilus,saturatus,Spermophilus saturatus,219.999,0
5596,SCIURIDAE,Spermophilus,spilosoma,Spermophilus spilosoma,89,0
5597,SCIURIDAE,Spermophilus,suslicus,Spermophilus suslicus,252,0
5598,SCIURIDAE,Spermophilus,taurensis,Spermophilus taurensis,337.845303,1
5599,SCIURIDAE,Spermophilus,tereticaudus,Spermophilus tereticaudus,156.498,0
5600,SCIURIDAE,Spermophilus,townsendii,Spermophilus townsendii,213,0
5601,SCIURIDAE,Spermophilus,tridecemlineatus,Spermophilus tridecemlineatus,131.668,0
5602,SCIURIDAE,Spermophilus,undulatus,Spermophilus undulatus,840,0
5603,SCIURIDAE,Spermophilus,variegatus,Spermophilus variegatus,691.64,0
5604,SCIURIDAE,Spermophilus,washingtoni,Spermophilus washingtoni,207.501,0
5605,SCIURIDAE,Spermophilus,xanthoprymnus,Spermophilus xanthoprymnus,289.667,0
5607,SCIURIDAE,Sundasciurus,brookei,Sundasciurus brookei,115.5,0
5608,SCIURIDAE,Sundasciurus,davensis,Sundasciurus davensis,189.5,1
5609,SCIURIDAE,Sundasciurus,fraterculus,Sundasciurus fraterculus,189.5,1
5610,SCIURIDAE,Sundasciurus,hippurus,Sundasciurus hippurus,406.25,0
5611,SCIURIDAE,Sundasciurus,hoogstraali,Sundasciurus hoogstraali,189.5,1
5612,SCIURIDAE,Sundasciurus,jentinki,Sundasciurus jentinki,76,0
5613,SCIURIDAE,Sundasciurus,juvencus,Sundasciurus juvencus,189.5,1
5614,SCIURIDAE,Sundasciurus,lowii,Sundasciurus lowii,87.5,0
5615,SCIURIDAE,Sundasciurus,mindanensis,Sundasciurus mindanensis,189.5,1
5616,SCIURIDAE,Sundasciurus,moellendorffi,Sundasciurus moellendorffi,252,0
5617,SCIURIDAE,Sundasciurus,philippinensis,Sundasciurus philippinensis,244,0
5618,SCIURIDAE,Sundasciurus,rabori,Sundasciurus rabori,163,0
5619,SCIURIDAE,Sundasciurus,samarensis,Sundasciurus samarensis,225,0
5620,SCIURIDAE,Sundasciurus,steerii,Sundasciurus steerii,252,0
5621,SCIURIDAE,Sundasciurus,tenuis,Sundasciurus tenuis,73.75,0
5623,SCIURIDAE,Syntheosciurus,brochus,Syntheosciurus brochus,132.84,0
5625,SCIURIDAE,Tamias,alpinus,Tamias alpinus,36.55,0
5626,SCIURIDAE,Tamias,amoenus,Tamias amoenus,50.5,0
5627,SCIURIDAE,Tamias,bulleri,Tamias bulleri,100,0
5628,SCIURIDAE,Tamias,canipes,Tamias canipes,70.4,0
5629,SCIURIDAE,Tamias,cinereicollis,Tamias cinereicollis,61.701,0
5630,SCIURIDAE,Tamias,dorsalis,Tamias dorsalis,71.1,0
5631,SCIURIDAE,Tamias,durangae,Tamias durangae,85,0
5632,SCIURIDAE,Tamias,merriami,Tamias merriami,74.8,0
5633,SCIURIDAE,Tamias,minimus,Tamias minimus,135.266,0
5634,SCIURIDAE,Tamias,obscurus,Tamias obscurus,73,0
5635,SCIURIDAE,Tamias,ochrogenys,Tamias ochrogenys,91.7,0
5636,SCIURIDAE,Tamias,palmeri,Tamias palmeri,69.4,0
5637,SCIURIDAE,Tamias,panamintinus,Tamias panamintinus,52.3,0
5638,SCIURIDAE,Tamias,quadrimaculatus,Tamias quadrimaculatus,85.249,0
5639,SCIURIDAE,Tamias,quadrivittatus,Tamias quadrivittatus,62.2,0
5640,SCIURIDAE,Tamias,ruficaudus,Tamias ruficaudus,68,0
5641,SCIURIDAE,Tamias,rufus,Tamias rufus,53.6,0
5642,SCIURIDAE,Tamias,senex,Tamias senex,89.349,0
5643,SCIURIDAE,Tamias,sibiricus,Tamias sibiricus,85,0
5644,SCIURIDAE,Tamias,siskiyou,Tamias siskiyou,75,0
5645,SCIURIDAE,Tamias,sonomae,Tamias sonomae,75,0
5646,SCIURIDAE,Tamias,speciosus,Tamias speciosus,62,0
5647,SCIURIDAE,Tamias,striatus,Tamias striatus,111.905,0
5648,SCIURIDAE,Tamias,townsendii,Tamias townsendii,74.776,0
5649,SCIURIDAE,Tamias,umbrinus,Tamias umbrinus,63,0
5651,SCIURIDAE,Tamiasciurus,douglasii,Tamiasciurus douglasii,224.999,0
5652,SCIURIDAE,Tamiasciurus,hudsonicus,Tamiasciurus hudsonicus,201.169,0
5653,SCIURIDAE,Tamiasciurus,mearnsi,Tamiasciurus mearnsi,213.084,1
5655,SCIURIDAE,Tamiops,macclellandii,Tamiops macclellandii,55.469,0
5656,SCIURIDAE,Tamiops,maritimus,Tamiops maritimus,70.325,0
5657,SCIURIDAE,Tamiops,rodolphii,Tamiops rodolphii,55.95,0
5658,SCIURIDAE,Tamiops,swinhoei,Tamiops swinhoei,85,0
5660,SCIURIDAE,Trogopterus,xanthipes,Trogopterus xanthipes,744.937,0
5662,SCIURIDAE,Xerus,erythropus,Xerus erythropus,502.4,0
5663,SCIURIDAE,Xerus,inauris,Xerus inauris,529,0
5664,SCIURIDAE,Xerus,princeps,Xerus princeps,636,0
5665,SCIURIDAE,Xerus,rutilus,Xerus rutilus,317.497,0
5668,SOLENODONTIDAE,Solenodon,cubanus,Solenodon cubanus,650,0
5669,SOLENODONTIDAE,Solenodon,marcanoi,Solenodon marcanoi,775,1
5670,SOLENODONTIDAE,Solenodon,paradoxus,Solenodon paradoxus,900,0
5673,SORICIDAE,Anourosorex,assamensis,Anourosorex assamensis,20,1
5674,SORICIDAE,Anourosorex,schmidi,Anourosorex schmidi,20,1
5675,SORICIDAE,Anourosorex,squamipes,Anourosorex squamipes,20,0
5676,SORICIDAE,Anourosorex,yamashinai,Anourosorex yamashinai,20,1
5678,SORICIDAE,Blarina,brevicauda,Blarina brevicauda,28,0
5679,SORICIDAE,Blarina,carolinensis,Blarina carolinensis,13.5,0
5680,SORICIDAE,Blarina,hylophaga,Blarina hylophaga,14.5,0
5682,SORICIDAE,Blarinella,griselda,Blarinella griselda,59.25,1
5683,SORICIDAE,Blarinella,quadraticauda,Blarinella quadraticauda,12.5,0
5684,SORICIDAE,Blarinella,wardi,Blarinella wardi,106,0
5686,SORICIDAE,Chimarrogale,hantu,Chimarrogale hantu,55,0
5687,SORICIDAE,Chimarrogale,himalayica,Chimarrogale himalayica,34.75,0
5688,SORICIDAE,Chimarrogale,phaeura,Chimarrogale phaeura,31,0
5689,SORICIDAE,Chimarrogale,platycephalus,Chimarrogale platycephalus,32,0
5690,SORICIDAE,Chimarrogale,styani,Chimarrogale styani,25.8,0
5691,SORICIDAE,Chimarrogale,sumatrana,Chimarrogale sumatrana,35.71,1
5693,SORICIDAE,Chodsigoa,caovansunga,Chodsigoa caovansunga,10.8,1
5694,SORICIDAE,Chodsigoa,hypsibia,Chodsigoa hypsibia,15.2,0
5695,SORICIDAE,Chodsigoa,lamula,Chodsigoa lamula,7.8,0
5696,SORICIDAE,Chodsigoa,parca,Chodsigoa parca,11.1,0
5697,SORICIDAE,Chodsigoa,parva,Chodsigoa parva,10.8,1
5698,SORICIDAE,Chodsigoa,salenskii,Chodsigoa salenskii,5.5,0
5699,SORICIDAE,Chodsigoa,smithii,Chodsigoa smithii,14.4,0
5700,SORICIDAE,Chodsigoa,sodalis,Chodsigoa sodalis,10.8,1
5702,SORICIDAE,Congosorex,phillipsorum,Congosorex phillipsorum,106,1
5703,SORICIDAE,Congosorex,polli,Congosorex polli,106,0
5704,SORICIDAE,Congosorex,verheyeni,Congosorex verheyeni,106,1
5706,SORICIDAE,Crocidura,aleksandrisi,Crocidura aleksandrisi,106,0
5707,SORICIDAE,Crocidura,allex,Crocidura allex,106,0
5708,SORICIDAE,Crocidura,andamanensis,Crocidura andamanensis,51.64259854,1
5709,SORICIDAE,Crocidura,ansellorum,Crocidura ansellorum,106,0
5710,SORICIDAE,Crocidura,arabica,Crocidura arabica,106,0
5711,SORICIDAE,Crocidura,arispa,Crocidura arispa,51.64259854,1
5712,SORICIDAE,Crocidura,armenica,Crocidura armenica,106,0
5713,SORICIDAE,Crocidura,attenuata,Crocidura attenuata,14.265,0
5714,SORICIDAE,Crocidura,attila,Crocidura attila,106,0
5715,SORICIDAE,Crocidura,baileyi,Crocidura baileyi,106,0
5716,SORICIDAE,Crocidura,baluensis,Crocidura baluensis,51.64259854,1
5717,SORICIDAE,Crocidura,batesi,Crocidura batesi,15.5,0
5718,SORICIDAE,Crocidura,beatus,Crocidura beatus,10.55,0
5719,SORICIDAE,Crocidura,beccarii,Crocidura beccarii,51.64259854,1
5720,SORICIDAE,Crocidura,bottegi,Crocidura bottegi,3.5,0
5721,SORICIDAE,Crocidura,bottegoides,Crocidura bottegoides,106,0
5722,SORICIDAE,Crocidura,brunnea,Crocidura brunnea,51.64259854,1
5723,SORICIDAE,Crocidura,buettikoferi,Crocidura buettikoferi,106,0
5724,SORICIDAE,Crocidura,caliginea,Crocidura caliginea,106,0
5725,SORICIDAE,Crocidura,canariensis,Crocidura canariensis,7.5,0
5726,SORICIDAE,Crocidura,caspica,Crocidura caspica,51.64259854,1
5727,SORICIDAE,Crocidura,cinderella,Crocidura cinderella,106,0
5728,SORICIDAE,Crocidura,congobelgica,Crocidura congobelgica,106,0
5729,SORICIDAE,Crocidura,crenata,Crocidura crenata,6.52,0
5730,SORICIDAE,Crocidura,crossei,Crocidura crossei,6.9,0
5731,SORICIDAE,Crocidura,cyanea,Crocidura cyanea,9.35,0
5732,SORICIDAE,Crocidura,denti,Crocidura denti,7,0
5733,SORICIDAE,Crocidura,desperata,Crocidura desperata,106,0
5734,SORICIDAE,Crocidura,dhofarensis,Crocidura dhofarensis,106,0
5735,SORICIDAE,Crocidura,dolichura,Crocidura dolichura,5.7,0
5736,SORICIDAE,Crocidura,douceti,Crocidura douceti,4.3,0
5737,SORICIDAE,Crocidura,dsinezumi,Crocidura dsinezumi,10.21,0
5738,SORICIDAE,Crocidura,eisentrauti,Crocidura eisentrauti,106,0
5739,SORICIDAE,Crocidura,elgonius,Crocidura elgonius,6.5,0
5740,SORICIDAE,Crocidura,elongata,Crocidura elongata,17.8,0
5741,SORICIDAE,Crocidura,erica,Crocidura erica,106,0
5742,SORICIDAE,Crocidura,fischeri,Crocidura fischeri,106,0
5743,SORICIDAE,Crocidura,flavescens,Crocidura flavescens,28.49,0
5744,SORICIDAE,Crocidura,floweri,Crocidura floweri,106,0
5745,SORICIDAE,Crocidura,foetida,Crocidura foetida,51.64259854,1
5746,SORICIDAE,Crocidura,foxi,Crocidura foxi,19,0
5747,SORICIDAE,Crocidura,fuliginosa,Crocidura fuliginosa,12,0
5748,SORICIDAE,Crocidura,fulvastra,Crocidura fulvastra,12.667,0
5749,SORICIDAE,Crocidura,fumosa,Crocidura fumosa,14.5,0
5750,SORICIDAE,Crocidura,fuscomurina,Crocidura fuscomurina,3.917,0
5751,SORICIDAE,Crocidura,glassi,Crocidura glassi,106,0
5752,SORICIDAE,Crocidura,gmelini,Crocidura gmelini,51.64259854,1
5753,SORICIDAE,Crocidura,goliath,Crocidura goliath,54.84,0
5754,SORICIDAE,Crocidura,gracilipes,Crocidura gracilipes,6.7,0
5755,SORICIDAE,Crocidura,grandiceps,Crocidura grandiceps,23,0
5756,SORICIDAE,Crocidura,grandis,Crocidura grandis,51.64259854,1
5757,SORICIDAE,Crocidura,grassei,Crocidura grassei,13.5,0
5758,SORICIDAE,Crocidura,grayi,Crocidura grayi,10.3,0
5759,SORICIDAE,Crocidura,greenwoodi,Crocidura greenwoodi,106,0
5760,SORICIDAE,Crocidura,harenna,Crocidura harenna,106,0
5761,SORICIDAE,Crocidura,hikmiya,Crocidura hikmiya,51.64259854,1
5762,SORICIDAE,Crocidura,hildegardeae,Crocidura hildegardeae,9.5,0
5763,SORICIDAE,Crocidura,hilliana,Crocidura hilliana,51.64259854,1
5764,SORICIDAE,Crocidura,hirta,Crocidura hirta,15.8,0
5765,SORICIDAE,Crocidura,hispida,Crocidura hispida,51.64259854,1
5766,SORICIDAE,Crocidura,horsfieldii,Crocidura horsfieldii,5,0
5767,SORICIDAE,Crocidura,hutanis,Crocidura hutanis,51.64259854,1
5768,SORICIDAE,Crocidura,indochinensis,Crocidura indochinensis,51.64259854,1
5769,SORICIDAE,Crocidura,jacksoni,Crocidura jacksoni,7,0
5770,SORICIDAE,Crocidura,jenkinsi,Crocidura jenkinsi,12.6,0
5771,SORICIDAE,Crocidura,jouvenetae,Crocidura jouvenetae,51.64259854,1
5772,SORICIDAE,Crocidura,katinka,Crocidura katinka,51.64259854,1
5773,SORICIDAE,Crocidura,kivuana,Crocidura kivuana,106,0
5774,SORICIDAE,Crocidura,lamottei,Crocidura lamottei,20.5,0
5775,SORICIDAE,Crocidura,lanosa,Crocidura lanosa,106,0
5776,SORICIDAE,Crocidura,lasiura,Crocidura lasiura,14.8,0
5777,SORICIDAE,Crocidura,latona,Crocidura latona,106,0
5778,SORICIDAE,Crocidura,lea,Crocidura lea,6.6,0
5779,SORICIDAE,Crocidura,lepidura,Crocidura lepidura,51.64259854,1
5780,SORICIDAE,Crocidura,leucodon,Crocidura leucodon,9.82,0
5781,SORICIDAE,Crocidura,levicula,Crocidura levicula,1.77,0
5782,SORICIDAE,Crocidura,littoralis,Crocidura littoralis,16,0
5783,SORICIDAE,Crocidura,longipes,Crocidura longipes,19.3,0
5784,SORICIDAE,Crocidura,lucina,Crocidura lucina,106,0
5785,SORICIDAE,Crocidura,ludia,Crocidura ludia,106,0
5786,SORICIDAE,Crocidura,luna,Crocidura luna,14.5,0
5787,SORICIDAE,Crocidura,lusitania,Crocidura lusitania,2,0
5788,SORICIDAE,Crocidura,macarthuri,Crocidura macarthuri,106,0
5789,SORICIDAE,Crocidura,macmillani,Crocidura macmillani,106,0
5790,SORICIDAE,Crocidura,macowi,Crocidura macowi,106,0
5791,SORICIDAE,Crocidura,malayana,Crocidura malayana,106,0
5792,SORICIDAE,Crocidura,manengubae,Crocidura manengubae,106,0
5793,SORICIDAE,Crocidura,maquassiensis,Crocidura maquassiensis,6,0
